#Date       Time        gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD   HH:MM:SS    Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB   errs   errs   errs   MB/s   MB/s 
#YYYYMMDD   HH:MM:SS    Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB   errs   errs   errs   MB/s   MB/s 
 20231019   06:05:10      0     46     53      -     60      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     65     17 
 20231019   06:05:10      1     46     55      -     60      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     65     17 
 20231019   06:05:12      0     46     53      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     62     16 
 20231019   06:05:12      1     46     55      -     60      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     63     16 
 20231019   06:05:13      0     46     53      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     60     16 
 20231019   06:05:13      1     45     55      -     60      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     64     16 
 20231019   06:05:14      0     47     54      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     65     17 
 20231019   06:05:14      1     45     55      -     60      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     65     15 
 20231019   06:05:15      0     47     54      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     63     16 
 20231019   06:05:15      1     46     55      -     60      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     61     16 
 20231019   06:05:16      0     46     54      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     64     16 
 20231019   06:05:16      1     48     56      -     60      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     64     17 
 20231019   06:05:17      0     46     54      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     63     16 
 20231019   06:05:17      1     46     56      -     60      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     61     16 
 20231019   06:05:18      0     47     54      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     64     16 
 20231019   06:05:18      1     46     56      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     64     16 
 20231019   06:05:19      0     47     54      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     61     16 
 20231019   06:05:19      1     46     56      -     60      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     64     16 
 20231019   06:05:21      0     47     54      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     62     16 
 20231019   06:05:21      1     46     56      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     62     15 
 20231019   06:05:22      0     47     55      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     63     16 
 20231019   06:05:22      1     47     56      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     60     16 
 20231019   06:05:23      0     47     55      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     62     16 
 20231019   06:05:23      1     46     56      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     60     16 
 20231019   06:05:24      0     48     55      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     62     16 
 20231019   06:05:24      1     47     57      -     60      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     62     15 
 20231019   06:05:25      0     47     55      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     60     16 
 20231019   06:05:25      1     46     57      -     60      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     63     16 
 20231019   06:05:26      0     47     55      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     63     16 
 20231019   06:05:26      1     47     57      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     63     16 
 20231019   06:05:27      0     48     55      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     62     16 
 20231019   06:05:27      1     47     57      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     63     16 
 20231019   06:05:28      0     48     55      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     62     16 
 20231019   06:05:28      1     46     57      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     63     16 
 20231019   06:05:29      0     48     55      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     63     16 
 20231019   06:05:29      1     46     57      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     62     16 
 20231019   06:05:31      0     48     56      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     63     16 
 20231019   06:05:31      1     47     57      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     63     16 
 20231019   06:05:32      0     47     56      -     62      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     61     16 
 20231019   06:05:32      1     47     57      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     62     15 
 20231019   06:05:33      0     48     56      -     62      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     61     15 
 20231019   06:05:33      1     46     57      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     62     16 
