1,0,0.006249999999999999,EE
2,0,0.006249999999999999,EE
3,0,0.006249999999999999,EE
4,0,0.006249999999999999,EE
5,0,0.006249999999999999,EE
6,0,0.006249999999999999,EE
7,0,0.006249999999999999,EE
8,0,0.12499999999999994,IE
9,0,0.12499999999999994,IE
0,1,0.006249999999999999,EE
2,1,0.006249999999999999,EE
3,1,0.006249999999999999,EE
4,1,0.006249999999999999,EE
5,1,0.006249999999999999,EE
6,1,0.006249999999999999,EE
7,1,0.006249999999999999,EE
8,1,0.12499999999999994,IE
9,1,0.12499999999999994,IE
0,2,0.006249999999999999,EE
1,2,0.006249999999999999,EE
3,2,0.006249999999999999,EE
4,2,0.006249999999999999,EE
5,2,0.006249999999999999,EE
6,2,0.006249999999999999,EE
7,2,0.006249999999999999,EE
8,2,0.12499999999999994,IE
9,2,0.12499999999999994,IE
0,3,0.006249999999999999,EE
1,3,0.006249999999999999,EE
2,3,0.006249999999999999,EE
4,3,0.006249999999999999,EE
5,3,0.006249999999999999,EE
6,3,0.006249999999999999,EE
7,3,0.006249999999999999,EE
8,3,0.12499999999999994,IE
9,3,0.12499999999999994,IE
0,4,0.006249999999999999,EE
1,4,0.006249999999999999,EE
2,4,0.006249999999999999,EE
3,4,0.006249999999999999,EE
5,4,0.006249999999999999,EE
6,4,0.006249999999999999,EE
7,4,0.006249999999999999,EE
8,4,0.12499999999999994,IE
9,4,0.12499999999999994,IE
0,5,0.006249999999999999,EE
1,5,0.006249999999999999,EE
2,5,0.006249999999999999,EE
3,5,0.006249999999999999,EE
4,5,0.006249999999999999,EE
6,5,0.006249999999999999,EE
7,5,0.006249999999999999,EE
8,5,0.12499999999999994,IE
9,5,0.12499999999999994,IE
0,6,0.006249999999999999,EE
1,6,0.006249999999999999,EE
2,6,0.006249999999999999,EE
3,6,0.006249999999999999,EE
4,6,0.006249999999999999,EE
5,6,0.006249999999999999,EE
7,6,0.006249999999999999,EE
8,6,0.12499999999999994,IE
9,6,0.12499999999999994,IE
0,7,0.006249999999999999,EE
1,7,0.006249999999999999,EE
2,7,0.006249999999999999,EE
3,7,0.006249999999999999,EE
4,7,0.006249999999999999,EE
5,7,0.006249999999999999,EE
6,7,0.006249999999999999,EE
8,7,0.12499999999999994,IE
9,7,0.12499999999999994,IE
0,8,0.031249999999999993,EI
1,8,0.031249999999999993,EI
2,8,0.031249999999999993,EI
3,8,0.031249999999999993,EI
4,8,0.031249999999999993,EI
5,8,0.031249999999999993,EI
6,8,0.031249999999999993,EI
7,8,0.031249999999999993,EI
9,8,0.12499999999999994,II
0,9,0.031249999999999993,EI
1,9,0.031249999999999993,EI
2,9,0.031249999999999993,EI
3,9,0.031249999999999993,EI
4,9,0.031249999999999993,EI
5,9,0.031249999999999993,EI
6,9,0.031249999999999993,EI
7,9,0.031249999999999993,EI
8,9,0.12499999999999994,II
11,10,0.006249999999999999,EE
12,10,0.006249999999999999,EE
13,10,0.006249999999999999,EE
14,10,0.006249999999999999,EE
15,10,0.006249999999999999,EE
16,10,0.006249999999999999,EE
17,10,0.006249999999999999,EE
18,10,0.12499999999999994,IE
19,10,0.12499999999999994,IE
10,11,0.006249999999999999,EE
12,11,0.006249999999999999,EE
13,11,0.006249999999999999,EE
14,11,0.006249999999999999,EE
15,11,0.006249999999999999,EE
16,11,0.006249999999999999,EE
17,11,0.006249999999999999,EE
18,11,0.12499999999999994,IE
19,11,0.12499999999999994,IE
10,12,0.006249999999999999,EE
11,12,0.006249999999999999,EE
13,12,0.006249999999999999,EE
14,12,0.006249999999999999,EE
15,12,0.006249999999999999,EE
16,12,0.006249999999999999,EE
17,12,0.006249999999999999,EE
18,12,0.12499999999999994,IE
19,12,0.12499999999999994,IE
10,13,0.006249999999999999,EE
11,13,0.006249999999999999,EE
12,13,0.006249999999999999,EE
14,13,0.006249999999999999,EE
15,13,0.006249999999999999,EE
16,13,0.006249999999999999,EE
17,13,0.006249999999999999,EE
18,13,0.12499999999999994,IE
19,13,0.12499999999999994,IE
10,14,0.006249999999999999,EE
11,14,0.006249999999999999,EE
12,14,0.006249999999999999,EE
13,14,0.006249999999999999,EE
15,14,0.006249999999999999,EE
16,14,0.006249999999999999,EE
17,14,0.006249999999999999,EE
18,14,0.12499999999999994,IE
19,14,0.12499999999999994,IE
10,15,0.006249999999999999,EE
11,15,0.006249999999999999,EE
12,15,0.006249999999999999,EE
13,15,0.006249999999999999,EE
14,15,0.006249999999999999,EE
16,15,0.006249999999999999,EE
17,15,0.006249999999999999,EE
18,15,0.12499999999999994,IE
19,15,0.12499999999999994,IE
10,16,0.006249999999999999,EE
11,16,0.006249999999999999,EE
12,16,0.006249999999999999,EE
13,16,0.006249999999999999,EE
14,16,0.006249999999999999,EE
15,16,0.006249999999999999,EE
17,16,0.006249999999999999,EE
18,16,0.12499999999999994,IE
19,16,0.12499999999999994,IE
10,17,0.006249999999999999,EE
11,17,0.006249999999999999,EE
12,17,0.006249999999999999,EE
13,17,0.006249999999999999,EE
14,17,0.006249999999999999,EE
15,17,0.006249999999999999,EE
16,17,0.006249999999999999,EE
18,17,0.12499999999999994,IE
19,17,0.12499999999999994,IE
10,18,0.031249999999999993,EI
11,18,0.031249999999999993,EI
12,18,0.031249999999999993,EI
13,18,0.031249999999999993,EI
14,18,0.031249999999999993,EI
15,18,0.031249999999999993,EI
16,18,0.031249999999999993,EI
17,18,0.031249999999999993,EI
19,18,0.12499999999999994,II
10,19,0.031249999999999993,EI
11,19,0.031249999999999993,EI
12,19,0.031249999999999993,EI
13,19,0.031249999999999993,EI
14,19,0.031249999999999993,EI
15,19,0.031249999999999993,EI
16,19,0.031249999999999993,EI
17,19,0.031249999999999993,EI
18,19,0.12499999999999994,II
16,0,0.006249999999999999,EE
16,1,0.006249999999999999,EE
17,2,0.006249999999999999,EE
7,13,0.006249999999999999,EE
3,18,0.031249999999999993,EI
