8,0,0.12499999999999994,IE
9,0,0.12499999999999994,IE
8,1,0.12499999999999994,IE
9,1,0.12499999999999994,IE
8,2,0.12499999999999994,IE
9,2,0.12499999999999994,IE
8,3,0.12499999999999994,IE
8,7,0.12499999999999994,IE
9,7,0.12499999999999994,IE
0,8,0.031249999999999993,EI
1,8,0.031249999999999993,EI
2,8,0.031249999999999993,EI
7,8,0.031249999999999993,EI
9,8,0.12499999999999994,II
0,9,0.031249999999999993,EI
1,9,0.031249999999999993,EI
2,9,0.031249999999999993,EI
3,9,0.031249999999999993,EI
7,9,0.031249999999999993,EI
8,9,0.12499999999999994,II
18,10,0.12499999999999994,IE
19,10,0.12499999999999994,IE
18,11,0.12499999999999994,IE
19,11,0.12499999999999994,IE
10,12,0.006249999999999999,EE
18,12,0.12499999999999994,IE
19,12,0.12499999999999994,IE
18,13,0.12499999999999994,IE
19,13,0.12499999999999994,IE
18,14,0.12499999999999994,IE
18,15,0.12499999999999994,IE
19,15,0.12499999999999994,IE
18,16,0.12499999999999994,IE
19,16,0.12499999999999994,IE
18,17,0.12499999999999994,IE
19,17,0.12499999999999994,IE
10,18,0.031249999999999993,EI
11,18,0.031249999999999993,EI
12,18,0.031249999999999993,EI
13,18,0.031249999999999993,EI
14,18,0.031249999999999993,EI
15,18,0.031249999999999993,EI
16,18,0.031249999999999993,EI
17,18,0.031249999999999993,EI
19,18,0.12499999999999994,II
10,19,0.031249999999999993,EI
11,19,0.031249999999999993,EI
12,19,0.031249999999999993,EI
13,19,0.031249999999999993,EI
14,19,0.031249999999999993,EI
15,19,0.031249999999999993,EI
16,19,0.031249999999999993,EI
17,19,0.031249999999999993,EI
18,19,0.12499999999999994,II
7,13,0.006249999999999999,EE
3,18,0.031249999999999993,EI
